,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
744,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002515725.1||gnl|REF_bmbuc|CCNA_00350), note (CC_0345), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",365306,365986,680,1,51.76470588235295,51.76470588235295,51.76470588235294,51.76470588235294
754,CDS,"product (putative pentapeptide repeat protein), transl_table (11), protein_id (ref|YP_002515730.1||gnl|REF_bmbuc|CCNA_00355), note (CC_0350), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",371323,372567,1244,2,17.80546623794212,17.80546623794212,91.2379421221865,91.2379421221865
764,CDS,"product (SH3 domain-containing cell surface protein), transl_table (11), protein_id (ref|YP_002515734.2||gnl|REF_bmbuc|CCNA_00359), note (CC_0354), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",375919,376716,797,1,16.68757841907152,16.68757841907152,16.68757841907152,16.68757841907152
768,CDS,"product (hot dog superfamily thioesterase), transl_table (11), protein_id (ref|YP_002515736.1||gnl|REF_bmbuc|CCNA_00361), note (CC_0356), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",377803,378750,947,1,28.51108764519535,28.51108764519535,28.51108764519535,28.51108764519535
772,CDS,"product (PAP2 bacterial acid phosphatase), EC_number (3.1.3.2), transl_table (11), protein_id (ref|YP_002515738.1||gnl|REF_bmbuc|CCNA_00363), note (CC_0358), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",379324,380100,776,1,18.29896907216495,18.29896907216495,18.29896907216495,18.29896907216495
782,CDS,"product (phosphonates transport system permease protein phnE), transl_table (11), protein_id (ref|YP_002515743.1||gnl|REF_bmbuc|CCNA_00368), note (CC_0363), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",384831,385667,836,1,19.37799043062201,19.37799043062201,19.37799043062201,19.37799043062201
802,CDS,"product (chromosome partition protein Smc), transl_table (11), protein_id (ref|YP_002515752.1||gnl|REF_bmbuc|CCNA_00377), note (CC_0373), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",391953,395396,3443,5,51.84432181237293,29.57304676154516,51.84432181237293,51.84432181237293
812,CDS,"product (A/G-specific adenine DNA glycosylase), EC_number (3.2.2.-), transl_table (11), protein_id (ref|YP_002515756.1||gnl|REF_bmbuc|CCNA_00381), note (CC_0377), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",397466,398515,1049,1,12.48808388941849,12.48808388941849,12.48808388941849,12.48808388941849
818,CDS,"product (glucan endo-1,3-beta-glucosidase), EC_number (3.2.1.39), transl_table (11), protein_id (ref|YP_002515759.1||gnl|REF_bmbuc|CCNA_00384), note (CC_0380), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",400574,401479,905,1,19.00552486187845,19.00552486187845,19.00552486187845,19.00552486187845
829,CDS,"product (aminomethyltransferase family protein), transl_table (11), protein_id (ref|YP_002515764.2||gnl|REF_bmbuc|CCNA_00389), note (CC_0385), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",405104,405895,791,1,17.57269279393173,17.57269279393173,17.57269279393173,17.57269279393173
835,CDS,"product (dihydroorotase), EC_number (3.5.2.3), transl_table (11), protein_id (ref|YP_002515767.1||gnl|REF_bmbuc|CCNA_00392), note (CC_0388), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",407848,409182,1334,2,25.26236881559221,17.84107946026987,25.2623688155922,25.2623688155922
839,CDS,"product (RNA polymerase sigma factor), transl_table (11), protein_id (ref|YP_002515768.1||gnl|REF_bmbuc|CCNA_00393), note (CC_0389), ",409326,410552,1226,1,14.27406199021207,14.27406199021207,14.27406199021207,14.27406199021207
843,CDS,"product (feruloyl-CoA synthetase), EC_number (6.2.1.34), transl_table (11), protein_id (ref|YP_002515770.1||gnl|REF_bmbuc|CCNA_00395), note (CC_0391), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",411052,412842,1790,1,11.1731843575419,11.1731843575419,11.1731843575419,11.1731843575419
847,CDS,"product (acetolactate synthase), EC_number (2.2.1.6), transl_table (11), protein_id (ref|YP_002515772.1||gnl|REF_bmbuc|CCNA_00397), note (CC_0393), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",413741,415279,1538,4,16.38491547464239,15.79973992197659,16.38491547464239,16.38491547464239
855,CDS,"product (enoyl-CoA hydratase), EC_number (5.3.3.8), transl_table (11), protein_id (ref|YP_002515776.1||gnl|REF_bmbuc|CCNA_00401), note (CC_0397), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",418501,419271,770,2,43.11688311688312,42.27272727272727,43.11688311688312,43.11688311688312
861,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002515779.1||gnl|REF_bmbuc|CCNA_00404), note (CC_0399), experiment (EXISTENCE:Ribosome profiling), ",420699,421214,515,2,79.2233009708738,40.19417475728156,79.22330097087378,79.22330097087378
863,CDS,"product (short chain dehydrogenase), EC_number (1.-.-.-), transl_table (11), protein_id (ref|YP_002515780.1||gnl|REF_bmbuc|CCNA_00405), note (CC_0400), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",421211,422068,857,1,16.10268378063011,16.10268378063011,16.10268378063011,16.10268378063011
869,CDS,"product (acetyltransferase), EC_number (2.3.1.57), transl_table (11), protein_id (ref|YP_002515782.2||gnl|REF_bmbuc|CCNA_00407), note (CC_0402), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",422528,423007,479,1,42.17118997912318,42.17118997912318,42.17118997912317,42.17118997912317
871,CDS,"product (antiporter protein), transl_table (11), protein_id (ref|YP_002515783.2||gnl|REF_bmbuc|CCNA_00408), note (CC_0403), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",423040,424308,1268,1,30.91482649842272,30.91482649842272,30.91482649842271,30.91482649842271
883,CDS,"product (type 1 glutamine amidotransferase (GATase1) domain protein), EC_number (6.3.5.2), transl_table (11), protein_id (ref|YP_002515789.1||gnl|REF_bmbuc|CCNA_00414), note (CC_0409), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",427653,428354,701,1,20.68473609129815,20.68473609129815,20.68473609129815,20.68473609129815
885,CDS,"product (TPR repeat family protein), transl_table (11), protein_id (ref|YP_002515790.2||gnl|REF_bmbuc|CCNA_00415), note (CC_0410), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",428613,429584,971,3,80.32955715756952,41.4349467902506,80.32955715756951,80.32955715756951
895,CDS,"product (dihydroneopterin aldolase), EC_number (4.1.2.25), transl_table (11), protein_id (ref|YP_002515796.4||gnl|REF_bmbuc|CCNA_00421), note (CC_0416), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",431882,432286,404,2,100.0,94.3069306930693,100.0,100.0
897,CDS,"product (SDR pteridine reductase), EC_number (1.1.1.100), transl_table (11), protein_id (ref|YP_002515797.1||gnl|REF_bmbuc|CCNA_00422), note (CC_0417), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",432336,433088,752,1,19.9468085106383,19.9468085106383,19.9468085106383,19.9468085106383
903,CDS,"product (aldehyde dehydrogenase), EC_number (1.2.1.3), transl_table (11), protein_id (ref|YP_002515799.1||gnl|REF_bmbuc|CCNA_00424), note (CC_0419), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",434121,435560,1439,1,11.67477414871439,11.67477414871439,11.67477414871438,11.67477414871438
907,CDS,"product (very-short-patch-repair endonuclease), transl_table (11), protein_id (ref|YP_002515801.1||gnl|REF_bmbuc|CCNA_00426), note (CC_0421), experiment (EXISTENCE:Ribosome profiling), ",436545,436889,344,1,77.90697674418605,77.90697674418605,77.90697674418605,77.90697674418605
920,CDS,"product (AsnC-family transcriptional regulator), transl_table (11), protein_id (ref|YP_002515807.1||gnl|REF_bmbuc|CCNA_00432), note (CC_0424), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",438156,438650,494,1,29.75708502024291,29.75708502024291,29.75708502024291,29.75708502024291
922,CDS,"product (type 1 capsular polysaccharide biosynthesis protein J), transl_table (11), protein_id (ref|YP_002515808.1||gnl|REF_bmbuc|CCNA_00433), experiment (EXISTENCE:Ribosome profiling), ",438748,439005,257,1,100.0,100.0,100.0,100.0
924,CDS,"product (conserved membrane-spanning protein), transl_table (11), protein_id (ref|YP_002515809.1||gnl|REF_bmbuc|CCNA_00434), note (CC_0425), ",439068,440003,935,4,58.77005347593582,32.29946524064171,74.97326203208556,74.97326203208556
937,CDS,"product (methyl-accepting chemotaxis protein), transl_table (11), protein_id (ref|YP_002515814.1||gnl|REF_bmbuc|CCNA_00439), note (CC_0430), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",445497,447518,2021,1,12.96387926768926,12.96387926768926,12.96387926768926,12.96387926768926
943,CDS,"product (chemotaxis histidine kinase protein cheAI), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002515817.1||gnl|REF_bmbuc|CCNA_00442), note (CC_0433), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",448237,450525,2288,3,36.75699300699301,11.96095571095571,36.75699300699301,36.75699300699301
977,CDS,"product (phosphoenolpyruvate-protein phosphotransferase/phosphocarrier protein HPr/PTS system, glucose-specific IIA subunit), EC_number (2.7.3.9), transl_table (11), protein_id (ref|YP_002515832.1||gnl|REF_bmbuc|CCNA_00457), note (CC_0448), experiment (EXISTENCE:LC-MS), ",467106,469664,2558,2,42.61141516810008,13.50664581704456,42.61141516810008,42.61141516810008
979,CDS,"product (PTS system, N-acetylglucosamine-specific IIBC component), EC_number (2.7.1.191), transl_table (11), protein_id (ref|YP_002515833.1||gnl|REF_bmbuc|CCNA_00458), note (CC_0449), experiment (EXISTENCE:LC-MS), ",469661,471415,1754,2,12.9418472063854,12.9418472063854,27.30900798175599,27.30900798175599
984,misc_feature,"note (putative mobile genetic element), ",473055,499084,26029,2,0.7933458834377041,0.7933458834377041,3.526835452764224,3.526835452764224
1026,CDS,"product (bacteriophage P4 integrase), transl_table (11), protein_id (ref|YP_002515853.2||gnl|REF_bmbuc|CCNA_00480), ",495724,497022,1298,1,14.32973805855162,14.32973805855162,14.32973805855162,14.32973805855162
1028,CDS,"product (HipB transcriptional regulator), transl_table (11), protein_id (ref|YP_002515854.3||gnl|REF_bmbuc|CCNA_00481), experiment (EXISTENCE:Ribosome profiling), ",497352,497597,245,1,77.55102040816327,77.55102040816327,77.55102040816327,77.55102040816327
1034,CDS,"product (Zn-dependent hydrolase, glyoxalase II family), transl_table (11), protein_id (ref|YP_002515856.1||gnl|REF_bmbuc|CCNA_00483), note (CC_0451), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",499379,500224,845,1,22.9585798816568,22.9585798816568,22.9585798816568,22.9585798816568
1038,CDS,"product (ribosomal large subunit pseudouridine synthase D), EC_number (5.4.99.12), transl_table (11), protein_id (ref|YP_002515858.1||gnl|REF_bmbuc|CCNA_00485), note (CC_0453), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",501114,502142,1028,3,27.91828793774319,18.25551232166018,27.91828793774319,27.91828793774319
1040,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002515859.1||gnl|REF_bmbuc|CCNA_00486), note (CC_0454), experiment (EXISTENCE:LC-MS), ",502235,504724,2489,1,6.347930895942146,6.347930895942146,6.347930895942145,6.347930895942145
1066,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002515872.1||gnl|REF_bmbuc|CCNA_00499), note (CC_0466), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",515480,515845,365,1,45.75342465753425,45.75342465753425,45.75342465753425,45.75342465753425
1068,CDS,"product (hydroxymethylglutaryl-CoA lyase), EC_number (4.1.3.4), transl_table (11), protein_id (ref|YP_002515873.1||gnl|REF_bmbuc|CCNA_00500), note (CC_0467), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",515842,516741,899,1,14.79421579532814,14.79421579532814,14.79421579532814,14.79421579532814
1070,CDS,"product (glucosyltransferase), EC_number (2.4.-.-), transl_table (11), protein_id (ref|YP_002515874.1||gnl|REF_bmbuc|CCNA_00501), note (CC_0468), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",516738,518417,1679,2,11.61405598570578,11.40559857057772,11.61405598570578,11.61405598570578
1088,CDS,"product (phosphoglycerate mutase family), transl_table (11), protein_id (ref|YP_002515882.1||gnl|REF_bmbuc|CCNA_00509), note (CC_0476), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",523993,524526,533,1,57.4108818011257,57.4108818011257,57.4108818011257,57.4108818011257
1112,CDS,"product (antitoxin protein), transl_table (11), protein_id (ref|YP_002515894.1||gnl|REF_bmbuc|CCNA_00521), note (CC_0488), experiment (EXISTENCE:Ribosome profiling), ",536277,536528,251,1,45.41832669322709,45.41832669322709,45.41832669322709,45.41832669322709
1118,CDS,"product (conserved hypothetical cytosolic protein), transl_table (11), protein_id (ref|YP_002515897.1||gnl|REF_bmbuc|CCNA_00524), note (CC_0491), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",537635,538759,1124,2,28.46975088967972,21.88612099644128,28.46975088967972,28.46975088967972
1126,CDS,"product (pyrroline-5-carboxylate reductase), EC_number (1.5.1.2), transl_table (11), protein_id (ref|YP_002515901.1||gnl|REF_bmbuc|CCNA_00528), note (CC_0494), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",540844,541626,782,1,24.8081841432225,24.8081841432225,24.8081841432225,24.8081841432225
1128,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002515902.1||gnl|REF_bmbuc|CCNA_00529), note (CC_0495), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",541695,542231,536,1,27.05223880597015,27.05223880597015,27.05223880597015,27.05223880597015
1134,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002515905.1||gnl|REF_bmbuc|CCNA_00532), note (CC_0498; RDD superfamily), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",543952,544842,890,2,24.83146067415731,22.13483146067416,24.8314606741573,24.8314606741573
1138,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002515907.2||gnl|REF_bmbuc|CCNA_00534), note (CC_0500), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",546314,547336,1022,1,18.88454011741683,18.88454011741683,18.88454011741683,18.88454011741683
1150,CDS,"product (salicylate hydroxylase), EC_number (1.14.13.1), transl_table (11), protein_id (ref|YP_002515912.1||gnl|REF_bmbuc|CCNA_00539), note (CC_0505), ",558249,559709,1460,1,11.3013698630137,11.3013698630137,11.3013698630137,11.3013698630137
1154,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_009020495.1||gnl|REF_bmbuc|CCNA_03923), experiment (EXISTENCE:Ribosome profiling), ",560907,560972,65,2,100.0,100.0,100.0,100.0
1160,CDS,"product (Polyhydroxyalkanoate synthesis regulator protein), transl_table (11), protein_id (ref|YP_002515916.1||gnl|REF_bmbuc|CCNA_00543), note (CC_0509), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",561713,562363,650,1,21.07692307692308,21.07692307692308,21.07692307692308,21.07692307692308
1172,mobile_element,"mobile_element_type (insertion sequence:IS511 family), ",565843,567108,1265,3,16.12648221343873,16.12648221343873,92.33201581027669,92.33201581027669
1174,CDS,"product (transposase, HTH-Tnp1 superfamily), transl_table (11), protein_id (ref|YP_002515921.1||gnl|REF_bmbuc|CCNA_00548), note (CC_0514), ",565904,566170,266,1,80.07518796992481,80.07518796992481,80.07518796992481,80.07518796992481
1176,CDS,"product (transposase, IS2 family), transl_table (11), protein_id (ref|YP_002515922.1||gnl|REF_bmbuc|CCNA_00549), note (CC_0515), ",566164,567090,926,2,20.57235421166306,20.57235421166306,57.99136069114471,57.99136069114471
1222,CDS,"product (phosphoenolpyruvate-protein phosphotransferase/phosphocarrier protein HPr/PTS system, glucose-specific IIA subunit), EC_number (2.7.3.9), transl_table (11), protein_id (ref|YP_002515944.1||gnl|REF_bmbuc|CCNA_00571), note (CC_0537), ",589132,591768,2636,2,41.35053110773899,13.10698027314112,41.350531107739,41.350531107739
1223,mobile_element,"mobile_element_type (insertion sequence:possible IS element), ",589229,593458,4229,4,45.77914400567511,6.76873965476472,85.76495625443367,85.76495625443367
1225,CDS,"product (PTS system, N-acetylglucosamine-specific IIBC component), EC_number (2.7.1.191), transl_table (11), protein_id (ref|YP_002515945.1||gnl|REF_bmbuc|CCNA_00572), note (CC_0538), ",591765,593513,1748,2,12.9862700228833,12.9862700228833,27.40274599542334,27.40274599542334
1229,CDS,"product (alpha-N-acetylglucosaminidase), EC_number (3.2.1.50), transl_table (11), protein_id (ref|YP_002515947.1||gnl|REF_bmbuc|CCNA_00574), note (CC_0540), experiment (EXISTENCE:LC-MS), ",596740,599052,2312,3,42.94982698961937,7.626874279123414,77.72491349480968,77.72491349480968
