,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
899,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249124.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",484404,484838,434,1,67.74193548387096,67.74193548387096,67.74193548387096,67.74193548387096
901,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249125.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",484964,487156,2192,1,34.94525547445255,34.94525547445255,34.94525547445255,34.94525547445255
903,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249126.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",487167,488645,1478,1,18.60622462787551,18.60622462787551,18.60622462787551,18.60622462787551
912,CDS,"product (dihydropyrimidine dehydrogenase), EC_number (1.3.1.1), transl_table (11), protein_id (ref|NP_249130.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",492080,493357,1277,1,21.76977290524667,21.76977290524667,21.76977290524667,21.76977290524667
916,CDS,"product (D-hydantoinase/dihydropyrimidinase), transl_table (11), protein_id (ref|NP_249132.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",494816,496255,1439,1,25.64280750521195,25.64280750521195,25.64280750521195,25.64280750521195
923,CDS,"product (allantoate amidohydrolase), transl_table (11), protein_id (ref|NP_249135.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",498420,499703,1283,2,45.5962587685113,15.6664068589244,45.5962587685113,45.5962587685113
927,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249137.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",501376,502599,1223,4,68.02943581357319,63.26655764513491,68.02943581357319,68.02943581357319
938,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249142.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",507631,508962,1331,1,22.91510142749812,22.91510142749812,22.91510142749812,22.91510142749812
946,CDS,"product (ATP-dependent RNA helicase DbpA), transl_table (11), protein_id (ref|NP_249146.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",513051,514427,1376,1,14.68023255813954,14.68023255813954,14.68023255813953,14.68023255813953
954,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_249149.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",516029,517462,1433,1,14.37543614794138,14.37543614794138,14.37543614794138,14.37543614794138
966,CDS,"product (sensory histidine kinase CreC), transl_table (11), protein_id (ref|NP_249155.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",523943,525367,1424,1,22.54213483146068,22.54213483146068,22.54213483146068,22.54213483146068
972,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249158.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",527324,527944,620,1,28.70967741935484,28.70967741935484,28.70967741935484,28.70967741935484
980,CDS,"product (transmembrane sensor), transl_table (11), protein_id (ref|NP_249162.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",532541,533512,971,1,53.65602471678682,53.65602471678682,53.65602471678682,53.65602471678682
997,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_249170.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",539785,540735,950,1,34.42105263157895,34.42105263157895,34.42105263157895,34.42105263157895
999,CDS,"product (3-oxoadipate enol-lactonase), transl_table (11), protein_id (ref|NP_249171.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",540839,541636,797,1,28.35633626097867,28.35633626097867,28.35633626097867,28.35633626097867
1012,CDS,"product (serine/threonine protein kinase), transl_table (11), protein_id (ref|NP_249177.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",547432,548406,974,1,61.39630390143738,61.39630390143738,61.39630390143737,61.39630390143737
1022,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_249182.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",550867,551793,926,1,18.46652267818575,18.46652267818575,18.46652267818574,18.46652267818574
1031,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249186.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",554383,555261,878,1,19.3621867881549,19.3621867881549,19.3621867881549,19.3621867881549
1039,CDS,"product (pili assembly chaperone), transl_table (11), protein_id (ref|NP_249190.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",558377,559078,701,1,25.39229671897289,25.39229671897289,25.3922967189729,25.3922967189729
1053,CDS,"product (acyl-CoA dehydrogenase), transl_table (11), protein_id (ref|NP_249197.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",564914,566719,1805,1,15.62326869806094,15.62326869806094,15.62326869806094,15.62326869806094
1057,CDS,"product (acyl-CoA dehydrogenase), transl_table (11), protein_id (ref|NP_249199.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",569002,570780,1778,1,10.17997750281215,10.17997750281215,10.17997750281215,10.17997750281215
1061,CDS,"product (uroporphyrin-III C-methyltransferase), transl_table (11), protein_id (ref|NP_249201.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",572583,573422,839,2,68.41477949940405,65.91179976162097,68.41477949940405,68.41477949940405
1071,CDS,"product (heme d1 biosynthesis protein NirD), transl_table (11), protein_id (ref|NP_249206.1|), note (possible siroheme decarboxylase), ",576037,576489,452,1,70.13274336283186,70.13274336283186,70.13274336283186,70.13274336283186
1073,CDS,"product (heme d1 biosynthesis protein NirF), transl_table (11), protein_id (ref|NP_249207.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",576498,577676,1178,2,51.86757215619694,28.14091680814941,51.86757215619694,51.86757215619694
1075,CDS,"product (cytochrome c55X), transl_table (11), protein_id (ref|NP_249208.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",577673,578032,359,4,100.0,68.17548746518106,100.0,100.0
1108,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249223.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",590896,591402,506,1,31.02766798418972,31.02766798418972,31.02766798418972,31.02766798418972
1169,CDS,"product (hydrolase), transl_table (11), protein_id (ref|NP_249253.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",619332,620006,674,2,63.94658753709199,51.92878338278932,63.94658753709199,63.94658753709199
1171,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249254.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",620135,620488,353,4,65.43909348441926,55.24079320113314,65.43909348441926,65.43909348441926
1173,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_249255.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",620666,621577,911,1,28.86937431394073,28.86937431394073,28.86937431394072,28.86937431394072
1189,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249263.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",624994,627765,2771,1,10.60988812702995,10.60988812702995,10.60988812702995,10.60988812702995
1197,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_249266.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",630527,634264,3737,1,6.770136473106771,6.770136473106771,6.770136473106771,6.770136473106771
